Código de ubicación	Ub Fisica	ZonaG	AnaquelG	Columna	Nivel	Número de artículo	Codigo GET	EMPRESA	AlmacenG	Codigo Barra	Descripción del artículo	Nombre de grupo	Unidad de medida de inventario	Ferreteria	Cantidad en almacén	CUUSD	CU SOL
385-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000138	26791Y-10-08.032Z	MP	385		"CONEXION R1/R2 A 90° HEMBRA JIC 5/8"" A MANGUERA 1/2"" D: 32MM"	MANGUERA Y CONEXION	UNIDAD		38	4.037939110070257611241217798594848	13.7936
APM-01-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000138	26791Y-10-08.032Z	MP	APM-01		"CONEXION R1/R2 A 90° HEMBRA JIC 5/8"" A MANGUERA 1/2"" D: 32MM"	MANGUERA Y CONEXION	UNIDAD		16	4.037939110070257611241217798594848	13.7936
200-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000139	26791Y-10-10.032Z	MP	200		"CONEXION R1/R2 A 90° HEMBRA JIC 5/8"" A MANGUERA 5/8"" D: 32MM"	MANGUERA Y CONEXION	UNIDAD		22	4.762148711943793911007025761124122	16.2675
300-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000139	26791Y-10-10.032Z	MP	300		"CONEXION R1/R2 A 90° HEMBRA JIC 5/8"" A MANGUERA 5/8"" D: 32MM"	MANGUERA Y CONEXION	UNIDAD		7	4.762148711943793911007025761124122	16.2675
360-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000139	26791Y-10-10.032Z	MP	360		"CONEXION R1/R2 A 90° HEMBRA JIC 5/8"" A MANGUERA 5/8"" D: 32MM"	MANGUERA Y CONEXION	UNIDAD		19	4.762148711943793911007025761124122	16.2675
385-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000139	26791Y-10-10.032Z	MP	385		"CONEXION R1/R2 A 90° HEMBRA JIC 5/8"" A MANGUERA 5/8"" D: 32MM"	MANGUERA Y CONEXION	UNIDAD		30	4.762148711943793911007025761124122	16.2675
200-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000140	26791Y-12-12.048Z	MP	200		"CONEXION R1/R2 A 90° HEMBRA JIC 3/4"" A MANGUERA 3/4"" D: 48MM"	MANGUERA Y CONEXION	UNIDAD		15	2.447716627634660421545667447306792	8.3614
360-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000140	26791Y-12-12.048Z	MP	360		"CONEXION R1/R2 A 90° HEMBRA JIC 3/4"" A MANGUERA 3/4"" D: 48MM"	MANGUERA Y CONEXION	UNIDAD		10	2.447716627634660421545667447306792	8.3614
385-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000140	26791Y-12-12.048Z	MP	385		"CONEXION R1/R2 A 90° HEMBRA JIC 3/4"" A MANGUERA 3/4"" D: 48MM"	MANGUERA Y CONEXION	UNIDAD		9	2.447716627634660421545667447306792	8.3614
APM-01-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000140	26791Y-12-12.048Z	MP	APM-01		"CONEXION R1/R2 A 90° HEMBRA JIC 3/4"" A MANGUERA 3/4"" D: 48MM"	MANGUERA Y CONEXION	UNIDAD		2	2.447716627634660421545667447306792	8.3614
200-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000141	26792Y-12-12.048Z	MP	200		"CONEXION R12 A 90° HEMBRA JIC 3/4"" A MANGUERA 3/4"" D: 48MM"	MANGUERA Y CONEXION	UNIDAD		13	6.863202576112412177985948477751756	23.4447
385-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000141	26792Y-12-12.048Z	MP	385		"CONEXION R12 A 90° HEMBRA JIC 3/4"" A MANGUERA 3/4"" D: 48MM"	MANGUERA Y CONEXION	UNIDAD		15	6.863202576112412177985948477751756	23.4447
200-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000142	87341Y-16-16.028Z	MP	200		"CONEXION R1/R2 A 45° BRIDA COD61 1"" A MANGUERA 1"" D: 28MM"	MANGUERA Y CONEXION	UNIDAD		8	8.177927400468384074941451990632319	27.9358
360-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000142	87341Y-16-16.028Z	MP	360		"CONEXION R1/R2 A 45° BRIDA COD61 1"" A MANGUERA 1"" D: 28MM"	MANGUERA Y CONEXION	UNIDAD		5	8.177927400468384074941451990632319	27.9358
385-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000142	87341Y-16-16.028Z	MP	385		"CONEXION R1/R2 A 45° BRIDA COD61 1"" A MANGUERA 1"" D: 28MM"	MANGUERA Y CONEXION	UNIDAD		6	8.177927400468384074941451990632319	27.9358
200-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000143	87341Y-20-20.032Z	MP	200		"CONEXION R1/R2 A 45° BRIDA COD61 1.1/4"" A MANGUERA 1.1/4"" D: 32MM"	MANGUERA Y CONEXION	UNIDAD		8	13.27590749414519906323185011709602	45.3505
300-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000143	87341Y-20-20.032Z	MP	300		"CONEXION R1/R2 A 45° BRIDA COD61 1.1/4"" A MANGUERA 1.1/4"" D: 32MM"	MANGUERA Y CONEXION	UNIDAD		2	13.27590749414519906323185011709602	45.3505
360-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000143	87341Y-20-20.032Z	MP	360		"CONEXION R1/R2 A 45° BRIDA COD61 1.1/4"" A MANGUERA 1.1/4"" D: 32MM"	MANGUERA Y CONEXION	UNIDAD		6	13.27590749414519906323185011709602	45.3505
385-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000143	87341Y-20-20.032Z	MP	385		"CONEXION R1/R2 A 45° BRIDA COD61 1.1/4"" A MANGUERA 1.1/4"" D: 32MM"	MANGUERA Y CONEXION	UNIDAD		5	13.27590749414519906323185011709602	45.3505
300-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000144	87341Y-24-20.038Z	MP	300		"CONEXION R1/R2 A 45° BRIDA COD61 1.1/2 A MANGUERA 1.1/4"" D: 38MM"	MANGUERA Y CONEXION	UNIDAD		9	19.1407786885245901639344262295082	65.3849
360-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000144	87341Y-24-20.038Z	MP	360		"CONEXION R1/R2 A 45° BRIDA COD61 1.1/2 A MANGUERA 1.1/4"" D: 38MM"	MANGUERA Y CONEXION	UNIDAD		5	19.1407786885245901639344262295082	65.3849
385-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000144	87341Y-24-20.038Z	MP	385		"CONEXION R1/R2 A 45° BRIDA COD61 1.1/2 A MANGUERA 1.1/4"" D: 38MM"	MANGUERA Y CONEXION	UNIDAD		5	19.1407786885245901639344262295082	65.3849
200-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000145	87341Y-24-24.038Z	MP	200		"CONEXION R1/R2 A 45° BRIDA COD61 1.1/2"" A MANGUERA 1.1/2"" D: 38MM"	MANGUERA Y CONEXION	UNIDAD		9	21.46759367681498829039812646370023	73.3333
300-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000145	87341Y-24-24.038Z	MP	300		"CONEXION R1/R2 A 45° BRIDA COD61 1.1/2"" A MANGUERA 1.1/2"" D: 38MM"	MANGUERA Y CONEXION	UNIDAD		10	21.46759367681498829039812646370023	73.3333
360-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000145	87341Y-24-24.038Z	MP	360		"CONEXION R1/R2 A 45° BRIDA COD61 1.1/2"" A MANGUERA 1.1/2"" D: 38MM"	MANGUERA Y CONEXION	UNIDAD		5	21.46759367681498829039812646370023	73.3333
385-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000145	87341Y-24-24.038Z	MP	385		"CONEXION R1/R2 A 45° BRIDA COD61 1.1/2"" A MANGUERA 1.1/2"" D: 38MM"	MANGUERA Y CONEXION	UNIDAD		4	21.46759367681498829039812646370023	73.3333
200-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000146	87341Y-32-32.052Z	MP	200		"CONEXION R1/R2 A 45° BRIDA COD61 2"" A MANGUERA 2"" D: 52MM"	MANGUERA Y CONEXION	UNIDAD		7	39.05052693208430913348946135831382	133.3966
300-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000146	87341Y-32-32.052Z	MP	300		"CONEXION R1/R2 A 45° BRIDA COD61 2"" A MANGUERA 2"" D: 52MM"	MANGUERA Y CONEXION	UNIDAD		2	39.05052693208430913348946135831382	133.3966
360-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000146	87341Y-32-32.052Z	MP	360		"CONEXION R1/R2 A 45° BRIDA COD61 2"" A MANGUERA 2"" D: 52MM"	MANGUERA Y CONEXION	UNIDAD		12	39.05052693208430913348946135831382	133.3966
385-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000146	87341Y-32-32.052Z	MP	385		"CONEXION R1/R2 A 45° BRIDA COD61 2"" A MANGUERA 2"" D: 52MM"	MANGUERA Y CONEXION	UNIDAD		4	39.05052693208430913348946135831382	133.3966
300-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000147	87342Y-12-12.026Z	MP	300		"CONEXION R12 A 45° BRIDA COD61 3/4"" A MANGUERA 3/4"" D: 26MM"	MANGUERA Y CONEXION	UNIDAD		1	6.862558548009367681498829039812646	23.4425
360-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000147	87342Y-12-12.026Z	MP	360		"CONEXION R12 A 45° BRIDA COD61 3/4"" A MANGUERA 3/4"" D: 26MM"	MANGUERA Y CONEXION	UNIDAD		17	6.862558548009367681498829039812646	23.4425
200-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000148	87342Y-20-20.032Z	MP	200		"CONEXION R12 A 45° BRIDA COD61 1.1/4"" A MANGUERA 1.1/4"" D: 32MM"	MANGUERA Y CONEXION	UNIDAD		5	13.96829625292740046838407494145199	47.7157
300-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000148	87342Y-20-20.032Z	MP	300		"CONEXION R12 A 45° BRIDA COD61 1.1/4"" A MANGUERA 1.1/4"" D: 32MM"	MANGUERA Y CONEXION	UNIDAD		12	13.96829625292740046838407494145199	47.7157
360-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000148	87342Y-20-20.032Z	MP	360		"CONEXION R12 A 45° BRIDA COD61 1.1/4"" A MANGUERA 1.1/4"" D: 32MM"	MANGUERA Y CONEXION	UNIDAD		11	13.96829625292740046838407494145199	47.7157
200-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000149	87342Y-24-24.038Z	MP	200		"CONEXION R12 A 45° BRIDA COD61 1.1/2"" A MANGUERA 1.1/2"" D: 38MM"	MANGUERA Y CONEXION	UNIDAD		7	23.68545081967213114754098360655738	80.9095
300-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000149	87342Y-24-24.038Z	MP	300		"CONEXION R12 A 45° BRIDA COD61 1.1/2"" A MANGUERA 1.1/2"" D: 38MM"	MANGUERA Y CONEXION	UNIDAD		7	23.68545081967213114754098360655738	80.9095
360-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000149	87342Y-24-24.038Z	MP	360		"CONEXION R12 A 45° BRIDA COD61 1.1/2"" A MANGUERA 1.1/2"" D: 38MM"	MANGUERA Y CONEXION	UNIDAD		6	23.68545081967213114754098360655738	80.9095
385-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000149	87342Y-24-24.038Z	MP	385		"CONEXION R12 A 45° BRIDA COD61 1.1/2"" A MANGUERA 1.1/2"" D: 38MM"	MANGUERA Y CONEXION	UNIDAD		1	23.68545081967213114754098360655738	80.9095
200-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000150	87342Y-32-32.052Z	MP	200		"CONEXION R12 A 45° BRIDA COD61 2"" A MANGUERA 2"" D: 52MM"	MANGUERA Y CONEXION	UNIDAD		25	46.73331381733021077283372365339578	159.641
385-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000150	87342Y-32-32.052Z	MP	385		"CONEXION R12 A 45° BRIDA COD61 2"" A MANGUERA 2"" D: 52MM"	MANGUERA Y CONEXION	UNIDAD		3	46.73331381733021077283372365339578	159.641
APM-01-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000151	87391Y-08-08.040Z	MP	APM-01		"CONEXION R1/R2 A 90° BRIDA COD61 1/2"" A MANGUERA 1/2"" D: 40MM"	MANGUERA Y CONEXION	UNIDAD		10	3.738670960187353629976580796252927	12.7713
200-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000152	87391Y-12-12.058Z	MP	200		"CONEXION R1/R2 A 90° BRIDA COD61 3/4"" A MANGUERA 3/4"" D: 58MM"	MANGUERA Y CONEXION	UNIDAD		22	6.724473067915690866510538641686183	22.9708
360-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000152	87391Y-12-12.058Z	MP	360		"CONEXION R1/R2 A 90° BRIDA COD61 3/4"" A MANGUERA 3/4"" D: 58MM"	MANGUERA Y CONEXION	UNIDAD		4	6.724473067915690866510538641686183	22.9708
385-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000152	87391Y-12-12.058Z	MP	385		"CONEXION R1/R2 A 90° BRIDA COD61 3/4"" A MANGUERA 3/4"" D: 58MM"	MANGUERA Y CONEXION	UNIDAD		4	6.724473067915690866510538641686183	22.9708
200-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000153	87391Y-16-12.070Z	MP	200		"CONEXION R1/R2 A 90° BRIDA COD61 1"" A MANGUERA 3/4"" D: 70MM"	MANGUERA Y CONEXION	UNIDAD		11	8.270111241217798594847775175644028	28.2507
385-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000153	87391Y-16-12.070Z	MP	385		"CONEXION R1/R2 A 90° BRIDA COD61 1"" A MANGUERA 3/4"" D: 70MM"	MANGUERA Y CONEXION	UNIDAD		10	8.270111241217798594847775175644028	28.2507
200-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000154	87391Y-16-16.061Z	MP	200		"CONEXION R1/R2 A 90° BRIDA COD61 1"" A MANGUERA 1"" D: 61MM"	MANGUERA Y CONEXION	UNIDAD		7	10.16296838407494145199063231850117	34.7167
300-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000154	87391Y-16-16.061Z	MP	300		"CONEXION R1/R2 A 90° BRIDA COD61 1"" A MANGUERA 1"" D: 61MM"	MANGUERA Y CONEXION	UNIDAD		13	10.16296838407494145199063231850117	34.7167
360-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000154	87391Y-16-16.061Z	MP	360		"CONEXION R1/R2 A 90° BRIDA COD61 1"" A MANGUERA 1"" D: 61MM"	MANGUERA Y CONEXION	UNIDAD		2	10.16296838407494145199063231850117	34.7167
385-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000154	87391Y-16-16.061Z	MP	385		"CONEXION R1/R2 A 90° BRIDA COD61 1"" A MANGUERA 1"" D: 61MM"	MANGUERA Y CONEXION	UNIDAD		15	10.16296838407494145199063231850117	34.7167
200-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000155	87391Y-20-20.068Z	MP	200		"CONEXION R1/R2 A 90° BRIDA COD61 1.1/4"" A MANGUERA 1.1/4"" D: 68MM"	MANGUERA Y CONEXION	UNIDAD		5	15.707699063231850117096018735363	53.6575
300-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000155	87391Y-20-20.068Z	MP	300		"CONEXION R1/R2 A 90° BRIDA COD61 1.1/4"" A MANGUERA 1.1/4"" D: 68MM"	MANGUERA Y CONEXION	UNIDAD		5	15.707699063231850117096018735363	53.6575
360-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000155	87391Y-20-20.068Z	MP	360		"CONEXION R1/R2 A 90° BRIDA COD61 1.1/4"" A MANGUERA 1.1/4"" D: 68MM"	MANGUERA Y CONEXION	UNIDAD		8	15.707699063231850117096018735363	53.6575
385-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000155	87391Y-20-20.068Z	MP	385		"CONEXION R1/R2 A 90° BRIDA COD61 1.1/4"" A MANGUERA 1.1/4"" D: 68MM"	MANGUERA Y CONEXION	UNIDAD		9	15.707699063231850117096018735363	53.6575
APM-01-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000155	87391Y-20-20.068Z	MP	APM-01		"CONEXION R1/R2 A 90° BRIDA COD61 1.1/4"" A MANGUERA 1.1/4"" D: 68MM"	MANGUERA Y CONEXION	UNIDAD		2	15.707699063231850117096018735363	53.6575
199-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000156	87391Y-32-32.120Z	MP	199		"CONEXION R1/R2 A 90° BRIDA COD61 2 A MANGUERA 2"" D: 120MM"	MANGUERA Y CONEXION	UNIDAD		2	45.5137587822014051522248243559719	155.475
200-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000156	87391Y-32-32.120Z	MP	200		"CONEXION R1/R2 A 90° BRIDA COD61 2 A MANGUERA 2"" D: 120MM"	MANGUERA Y CONEXION	UNIDAD		3	45.5137587822014051522248243559719	155.475
300-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000156	87391Y-32-32.120Z	MP	300		"CONEXION R1/R2 A 90° BRIDA COD61 2 A MANGUERA 2"" D: 120MM"	MANGUERA Y CONEXION	UNIDAD		8	45.5137587822014051522248243559719	155.475
360-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000156	87391Y-32-32.120Z	MP	360		"CONEXION R1/R2 A 90° BRIDA COD61 2 A MANGUERA 2"" D: 120MM"	MANGUERA Y CONEXION	UNIDAD		19	45.5137587822014051522248243559719	155.475
385-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000156	87391Y-32-32.120Z	MP	385		"CONEXION R1/R2 A 90° BRIDA COD61 2 A MANGUERA 2"" D: 120MM"	MANGUERA Y CONEXION	UNIDAD		2	45.5137587822014051522248243559719	155.475
200-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000157	87392Y-12-12.058Z	MP	200		"CONEXION R12 A 90° BRIDA COD61 3/4""  MANGUERA 3/4"" D: 58MM"	MANGUERA Y CONEXION	UNIDAD		8	7.906059718969555035128805620608899	27.0071
300-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000157	87392Y-12-12.058Z	MP	300		"CONEXION R12 A 90° BRIDA COD61 3/4""  MANGUERA 3/4"" D: 58MM"	MANGUERA Y CONEXION	UNIDAD		4	7.906059718969555035128805620608899	27.0071
385-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000157	87392Y-12-12.058Z	MP	385		"CONEXION R12 A 90° BRIDA COD61 3/4""  MANGUERA 3/4"" D: 58MM"	MANGUERA Y CONEXION	UNIDAD		5	7.906059718969555035128805620608899	27.0071
200-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000158	87392Y-16-16.061Z	MP	200		"CONEXION R12 A 90° BRDA COD61 1 A MANGUERA 1"" D: 61MM"	MANGUERA Y CONEXION	UNIDAD		6	10.16627634660421545667447306791569	34.728
360-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000158	87392Y-16-16.061Z	MP	360		"CONEXION R12 A 90° BRDA COD61 1 A MANGUERA 1"" D: 61MM"	MANGUERA Y CONEXION	UNIDAD		14	10.16627634660421545667447306791569	34.728
199-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000159	87392Y-20-20.068Z	MP	199		"CONEXION R12 A 90° BRIDA COD61 1.1/4"" A MANGUERA 1.1/4"" D: 68MM"	MANGUERA Y CONEXION	UNIDAD		10	16.47766393442622950819672131147541	56.2877
300-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000159	87392Y-20-20.068Z	MP	300		"CONEXION R12 A 90° BRIDA COD61 1.1/4"" A MANGUERA 1.1/4"" D: 68MM"	MANGUERA Y CONEXION	UNIDAD		6	16.47766393442622950819672131147541	56.2877
360-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000159	87392Y-20-20.068Z	MP	360		"CONEXION R12 A 90° BRIDA COD61 1.1/4"" A MANGUERA 1.1/4"" D: 68MM"	MANGUERA Y CONEXION	UNIDAD		6	16.47766393442622950819672131147541	56.2877
385-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000159	87392Y-20-20.068Z	MP	385		"CONEXION R12 A 90° BRIDA COD61 1.1/4"" A MANGUERA 1.1/4"" D: 68MM"	MANGUERA Y CONEXION	UNIDAD		1	16.47766393442622950819672131147541	56.2877
200-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000160	87392Y-24-24.104Z	MP	200		"CONEXION R12 A 90° BRIDA COD61 1.1/2"" A MANGUERA 1.1/2"" D: 104MM"	MANGUERA Y CONEXION	UNIDAD		3	28.7979800936768149882903981264637	98.3739
300-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000160	87392Y-24-24.104Z	MP	300		"CONEXION R12 A 90° BRIDA COD61 1.1/2"" A MANGUERA 1.1/2"" D: 104MM"	MANGUERA Y CONEXION	UNIDAD		4	28.7979800936768149882903981264637	98.3739
360-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000160	87392Y-24-24.104Z	MP	360		"CONEXION R12 A 90° BRIDA COD61 1.1/2"" A MANGUERA 1.1/2"" D: 104MM"	MANGUERA Y CONEXION	UNIDAD		36	28.7979800936768149882903981264637	98.3739
385-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000160	87392Y-24-24.104Z	MP	385		"CONEXION R12 A 90° BRIDA COD61 1.1/2"" A MANGUERA 1.1/2"" D: 104MM"	MANGUERA Y CONEXION	UNIDAD		4	28.7979800936768149882903981264637	98.3739
200-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000161	87391Y-32-24.120Z	MP	200		"CONEXION R1/R2 A 90° BRIDA COD61 2"" A MANGUERA 1.1/2"" D: 120MM"	MANGUERA Y CONEXION	UNIDAD		14	38.19578454332552693208430913348946	130.4768
360-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000161	87391Y-32-24.120Z	MP	360		"CONEXION R1/R2 A 90° BRIDA COD61 2"" A MANGUERA 1.1/2"" D: 120MM"	MANGUERA Y CONEXION	UNIDAD		10	38.19578454332552693208430913348946	130.4768
385-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000161	87391Y-32-24.120Z	MP	385		"CONEXION R1/R2 A 90° BRIDA COD61 2"" A MANGUERA 1.1/2"" D: 120MM"	MANGUERA Y CONEXION	UNIDAD		8	38.19578454332552693208430913348946	130.4768
APM-01-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23040000006	T-M12	MP	APM-01		TUERCA M12	MANGUERA Y CONEXION	PIEZA		119	0.06135831381733021077283372365339578	0.2096
300-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23040000043	1F-06-08Z	MP	300		ADAPTADOR RECTO MACHO ORS 3/8 A MACHO ORS 1/2	MANGUERA Y CONEXION	PIEZA		8	4.050058548009367681498829039812646	13.835
